EnsemblGeneID	Description	ChromosomeName	AssociatedGeneName	GCcontent	GeneType
ENSG00000281452	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	6	Clostridiales-1	43.61	sRNA
ENSG00000282955	RAB, member RAS oncogene family-like 6 [Source:EntrezGene;Acc:55684]	9	RABL6	56.66	protein_coding
ENSG00000207217	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	7	SNORA42	58.52	snoRNA
ENSG00000206755	small nucleolar RNA, H/ACA box 30 [Source:HGNC Symbol;Acc:HGNC:32620]	16	SNORA30	51.94	snoRNA
ENSG00000212608	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	3	SNORA26	36.29	snoRNA
ENSG00000206911	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	42.48	misc_RNA
ENSG00000212229	Small nucleolar RNA SNORD65 [Source:RFAM;Acc:RF00571]	6	SNORD65	34.25	snoRNA
ENSG00000270384	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	65.27	snRNA
ENSG00000252291	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	X	SNORA31	44.34	snoRNA
ENSG00000222072	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	35.51	misc_RNA
ENSG00000201297	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	44.14	misc_RNA
ENSG00000278701	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	53.47	misc_RNA
ENSG00000122718	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8276]	9	OR2S2	52.81	protein_coding
ENSG00000276525	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	20	Metazoa_SRP	52.38	misc_RNA
ENSG00000278764	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	53.19	misc_RNA
ENSG00000213167	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	53.02	misc_RNA
ENSG00000282883	aldo-keto reductase family 1, member C3 [Source:EntrezGene;Acc:8644]	10	AKR1C3	39.97	protein_coding
ENSG00000276178	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	48.04	misc_RNA
ENSG00000282031	transmembrane BAX inhibitor motif containing 4 [Source:EntrezGene;Acc:51643]	12	TMBIM4	38.09	protein_coding
ENSG00000200816	small nucleolar RNA, H/ACA box 38 [Source:HGNC Symbol;Acc:HGNC:32631]	6	SNORA38	44.7	snoRNA
ENSG00000212391	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	2	SNORA48	50.75	snoRNA
ENSG00000201596	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	37.27	misc_RNA
ENSG00000279257	chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]	17	C17orf100	71.43	protein_coding
ENSG00000252874	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	38.89	misc_RNA
ENSG00000212395	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	9	SNORA67	46.46	snoRNA
ENSG00000276764	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	5	Metazoa_SRP	51.69	misc_RNA
ENSG00000199580	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	43.69	misc_RNA
ENSG00000249428	cilia and flagella associated protein 99 [Source:HGNC Symbol;Acc:HGNC:51180]	4	CFAP99	55.33	protein_coding
ENSG00000277985	small nucleolar RNA, H/ACA box 67 [Source:HGNC Symbol;Acc:HGNC:10224]	17	SNORA67	52.55	snoRNA
ENSG00000282913	biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:HGNC Symbol;Acc:HGNC:18561]	6	BLOC1S5	40.01	protein_coding
ENSG00000282682	chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]	11	C11orf71	60.48	protein_coding
ENSG00000258045	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	12	Metazoa_SRP	54.1	misc_RNA
ENSG00000206834	small nucleolar RNA, H/ACA box 1 [Source:HGNC Symbol;Acc:HGNC:32557]	11	SNORA1	40	snoRNA
ENSG00000252524	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	35.51	misc_RNA
ENSG00000200390	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	42.45	misc_RNA
ENSG00000212553	Small nucleolar RNA SNORD116 [Source:RFAM;Acc:RF00108]	13	SNORD116	43.01	snoRNA
ENSG00000212214	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	X	SNORA48	52.59	snoRNA
ENSG00000221398	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	21	SNORA11	57.03	snoRNA
ENSG00000201913	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	40.59	misc_RNA
ENSG00000202335	Small nucleolar RNA SNORD50 [Source:RFAM;Acc:RF00278]	12	SNORD50	37.14	snoRNA
ENSG00000252328	Vault RNA [Source:RFAM;Acc:RF00006]	17	Vault	52.04	misc_RNA
ENSG00000253059	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	14	SNORA31	43.8	snoRNA
ENSG00000222698	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	38.95	misc_RNA
ENSG00000275502	DAOA antisense RNA 1 conserved region 2 [Source:RFAM;Acc:RF02091]	13	DAOA-AS1_2	47.06	misc_RNA
ENSG00000238560	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	42.16	misc_RNA
ENSG00000199424	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	45.05	misc_RNA
ENSG00000271922	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	3	snoU13	45.19	snoRNA
ENSG00000201541	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	16	SNORA1	39.85	snoRNA
ENSG00000223080	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	40.91	misc_RNA
ENSG00000206978	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	40.2	misc_RNA
ENSG00000276312	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	KI270733.1	pRNA	75.56	misc_RNA
ENSG00000200982	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	46.08	misc_RNA
ENSG00000274915	Highly accelerated region 1A/1B [Source:RFAM;Acc:RF00635]	20	HAR1A	44.92	misc_RNA
ENSG00000206768	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	41.18	misc_RNA
ENSG00000276642	U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619]	1	U6atac	42.37	snRNA
ENSG00000200436	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	41.07	misc_RNA
ENSG00000252699	Small nucleolar RNA SNORA21 [Source:RFAM;Acc:RF00412]	17	SNORA21	53.68	snoRNA
ENSG00000274011	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	9	Metazoa_SRP	49.4	misc_RNA
ENSG00000239180	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	38.95	misc_RNA
ENSG00000272237	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	2	SNORA25	41.23	snoRNA
ENSG00000202078	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	40.71	misc_RNA
ENSG00000277568	TUC338 [Source:RFAM;Acc:RF02271]	5	uc_338	57.05	misc_RNA
ENSG00000207387	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	45.1	misc_RNA
ENSG00000206639	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	39.22	misc_RNA
ENSG00000212511	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	15	U3	42.73	snoRNA
ENSG00000238862	small nucleolar RNA, C/D box 19B [Source:HGNC Symbol;Acc:HGNC:33570]	3	SNORD19B	30.95	snoRNA
ENSG00000212620	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]	4	SNORA75	39.37	snoRNA
ENSG00000200685	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	38.53	misc_RNA
ENSG00000239002	small Cajal body-specific RNA 10 [Source:HGNC Symbol;Acc:HGNC:32567]	12	SCARNA10	45.45	snoRNA
ENSG00000200769	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	42.39	misc_RNA
ENSG00000221345	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	6	U3	45.07	snoRNA
ENSG00000280914	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	11	Metazoa_SRP	48.69	misc_RNA
ENSG00000274210	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	51.52	snRNA
ENSG00000253013	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	4	SNORA31	44.44	snoRNA
ENSG00000273725	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	11	Metazoa_SRP	55.79	misc_RNA
ENSG00000199797	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	41.24	misc_RNA
ENSG00000206952	small nucleolar RNA, H/ACA box 50A [Source:HGNC Symbol;Acc:HGNC:32643]	16	SNORA50A	44.03	snoRNA
ENSG00000252919	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	40.2	misc_RNA
ENSG00000207302	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	41.82	misc_RNA
ENSG00000278113	TUC338 [Source:RFAM;Acc:RF02271]	13	uc_338	52.98	misc_RNA
ENSG00000276626	7SK RNA [Source:RFAM;Acc:RF00100]	3	7SK	43.44	misc_RNA
ENSG00000263776	small nucleolar RNA, H/ACA box 4 [Source:HGNC Symbol;Acc:HGNC:32587]	3	SNORA4	42.75	snoRNA
ENSG00000277671	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	21	pRNA	75.56	misc_RNA
ENSG00000274617	RFPL3 antisense RNA 1 conserved region 1 [Source:RFAM;Acc:RF02171]	22	RFPL3-AS1_1	47.73	misc_RNA
ENSG00000280954	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	10	Metazoa_SRP	48.1	misc_RNA
ENSG00000206795	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	35.4	misc_RNA
ENSG00000222345	Small nucleolar RNA SNORD19 [Source:RFAM;Acc:RF00569]	3	SNORD19	35.53	snoRNA
ENSG00000207123	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	44.12	misc_RNA
ENSG00000200883	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	35.71	misc_RNA
ENSG00000279486	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15142]	11	OR2AG1	51.7	polymorphic_pseudogene
ENSG00000251852	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	39.6	misc_RNA
ENSG00000251986	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	37.76	misc_RNA
ENSG00000278771	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	14	Metazoa_SRP	62.21	misc_RNA
ENSG00000201157	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	8	SNORA62	44.16	snoRNA
ENSG00000200262	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.55	misc_RNA
ENSG00000276673	TUC338 [Source:RFAM;Acc:RF02271]	8	uc_338	53.14	misc_RNA
ENSG00000199894	Small nucleolar RNA U2-19 [Source:RFAM;Acc:RF00494]	4	snoU2_19	37.5	snoRNA
ENSG00000238933	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	45.54	misc_RNA
ENSG00000278391	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	Y	pRNA	56.67	misc_RNA
ENSG00000206634	small nucleolar RNA, H/ACA box 22 [Source:HGNC Symbol;Acc:HGNC:32612]	7	SNORA22	41.04	snoRNA
ENSG00000202182	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	43.14	misc_RNA
ENSG00000200075	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	8	SNORA25	41.73	snoRNA
ENSG00000212266	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	1	SNORA40	30.33	snoRNA
ENSG00000252047	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	40.4	misc_RNA
ENSG00000251987	Small nucleolar RNA SNORD63 [Source:RFAM;Acc:RF00154]	3	SNORD63	42.5	snoRNA
ENSG00000281910	small nucleolar RNA, H/ACA box 50A [Source:HGNC Symbol;Acc:HGNC:32643]	16	SNORA50A	43.38	snoRNA
ENSG00000252433	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	1	SNORA31	40	snoRNA
ENSG00000210825	small nucleolar RNA, H/ACA box 40 [Source:HGNC Symbol;Acc:HGNC:32633]	11	SNORA40	32.54	snoRNA
ENSG00000273549	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	5	Metazoa_SRP	59.23	misc_RNA
ENSG00000200130	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	7	SNORA63	33.33	snoRNA
ENSG00000276884	Deleted in lymphocytic leukemia 2 conserved region 6 [Source:RFAM;Acc:RF02110]	1	DLEU2_6	44.12	misc_RNA
ENSG00000212182	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	2	U3	50.46	snoRNA
ENSG00000202523	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	34.31	misc_RNA
ENSG00000200922	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	42.71	misc_RNA
ENSG00000276103	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	1	U4	44.44	snRNA
ENSG00000201542	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	1	SNORA62	36.18	snoRNA
ENSG00000199676	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	38.05	misc_RNA
ENSG00000199740	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	44	misc_RNA
ENSG00000199668	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	41.07	misc_RNA
ENSG00000199241	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	40	misc_RNA
ENSG00000201830	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	37.38	misc_RNA
ENSG00000274589	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	11	Metazoa_SRP	52.13	misc_RNA
ENSG00000206840	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	42.48	misc_RNA
ENSG00000276861	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	2	5S_rRNA	44.55	rRNA
ENSG00000201407	Small nucleolar RNA SNORA68 [Source:RFAM;Acc:RF00263]	X	SNORA68	43.94	snoRNA
ENSG00000280581	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	47.67	misc_RNA
ENSG00000212556	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	44.12	misc_RNA
ENSG00000201432	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	42.86	misc_RNA
ENSG00000221638	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	2	U3	47.03	snoRNA
ENSG00000202306	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	39.58	misc_RNA
ENSG00000275108	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	3	U7	36.51	snRNA
ENSG00000265733	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	10	SNORA74	51.24	snoRNA
ENSG00000281544	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	14	U6	37.88	snRNA
ENSG00000252096	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	20	SNORA31	49.63	snoRNA
ENSG00000201820	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	40.66	misc_RNA
ENSG00000207265	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	41.96	misc_RNA
ENSG00000207244	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	8	SNORA70	52.24	snoRNA
ENSG00000276002	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	19	Metazoa_SRP	55.71	misc_RNA
ENSG00000277826	TUC338 [Source:RFAM;Acc:RF02271]	14	uc_338	48.75	misc_RNA
ENSG00000199633	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	15	SNORA63	35.71	snoRNA
ENSG00000273975	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	52.01	misc_RNA
ENSG00000200677	Small nucleolar RNA SNORD18 [Source:RFAM;Acc:RF00093]	15	SNORD18	40	snoRNA
ENSG00000201354	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	43.12	misc_RNA
ENSG00000276138	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	22	U6	40.19	snRNA
ENSG00000276873	TUC338 [Source:RFAM;Acc:RF02271]	21	uc_338	55.56	misc_RNA
ENSG00000199290	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41.18	misc_RNA
ENSG00000252296	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	X	SNORA25	49.44	snoRNA
ENSG00000281397	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	51.74	misc_RNA
ENSG00000200325	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	44.64	misc_RNA
ENSG00000199444	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	42.16	misc_RNA
ENSG00000223188	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	47.66	misc_RNA
ENSG00000212589	Small nucleolar RNA SNORA17 [Source:RFAM;Acc:RF00560]	10	SNORA17	46.21	snoRNA
ENSG00000277668	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	54.55	misc_RNA
ENSG00000206637	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	1	SNORA70	51.11	snoRNA
ENSG00000275757	RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]	KI270733.1	RNA5-8S5	57.52	rRNA
ENSG00000202377	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	7	SNORA25	42.97	snoRNA
ENSG00000207468	small nucleolar RNA, H/ACA box 19 [Source:HGNC Symbol;Acc:HGNC:32609]	10	SNORA19	32.81	snoRNA
ENSG00000251992	small Cajal body-specific RNA 17 [Source:HGNC Symbol;Acc:HGNC:32574]	18	SCARNA17	61.11	scaRNA
ENSG00000238835	small Cajal body-specific RNA 18 [Source:HGNC Symbol;Acc:HGNC:32559]	5	SCARNA18	40.3	snoRNA
ENSG00000212551	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	11	U3	42.38	snoRNA
ENSG00000252744	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	34.68	misc_RNA
ENSG00000222852	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	43.33	misc_RNA
ENSG00000274303	7SK RNA [Source:RFAM;Acc:RF00100]	11	7SK	38.26	misc_RNA
ENSG00000202310	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	42.59	misc_RNA
ENSG00000252305	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	17	SNORA74	53.89	snoRNA
ENSG00000200991	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	15	SNORA25	45.76	snoRNA
ENSG00000277752	Deleted in lymphocytic leukemia 2 conserved region 5 [Source:RFAM;Acc:RF02109]	13	DLEU2_5	39.29	misc_RNA
ENSG00000206728	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	44.23	misc_RNA
ENSG00000277374	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	KI270750.1	U1	45.45	snRNA
ENSG00000199540	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	37.84	misc_RNA
ENSG00000274199	Deleted in lymphocytic leukemia 2 conserved region 1 [Source:RFAM;Acc:RF02105]	1	DLEU2_1	30	misc_RNA
ENSG00000278752	KCNQ1 downstream neighbour [Source:RFAM;Acc:RF01961]	10	KCNQ1DN	27.87	misc_RNA
ENSG00000276782	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	14	Metazoa_SRP	51.23	misc_RNA
ENSG00000276213	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	66.31	misc_RNA
ENSG00000280788	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	56.34	misc_RNA
ENSG00000277209	ribonuclease P RNA component H1 [Source:HGNC Symbol;Acc:HGNC:19273]	14	RPPH1	64.56	ribozyme
ENSG00000201663	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	42.16	misc_RNA
ENSG00000253088	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	38.6	misc_RNA
ENSG00000239096	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	3	snoU13	46.15	snoRNA
ENSG00000206958	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	5	SNORA70	53.68	snoRNA
ENSG00000252374	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	36.84	misc_RNA
ENSG00000238295	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	2	snoU13	45.19	snoRNA
ENSG00000201393	Small nucleolar RNA SNORA71 [Source:RFAM;Acc:RF00056]	10	SNORA71	47.86	snoRNA
ENSG00000199349	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	39.82	misc_RNA
ENSG00000200829	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	45.54	misc_RNA
ENSG00000202469	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	41.18	misc_RNA
ENSG00000252064	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	50.48	misc_RNA
ENSG00000223271	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	41	misc_RNA
ENSG00000199716	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	40	misc_RNA
ENSG00000199565	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.12	misc_RNA
ENSG00000206592	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]	5	SNORA18	43.94	snoRNA
ENSG00000201555	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	46.07	misc_RNA
ENSG00000206862	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	37.84	misc_RNA
ENSG00000199363	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	3	SNORA63	46.56	snoRNA
ENSG00000206669	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	38.83	misc_RNA
ENSG00000252517	Small nucleolar RNA SNORD59 [Source:RFAM;Acc:RF00273]	2	SNORD59	39.71	snoRNA
ENSG00000200538	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	17	U3	46.76	snoRNA
ENSG00000274127	TUC338 [Source:RFAM;Acc:RF02271]	7	uc_338	41.29	misc_RNA
ENSG00000252258	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	18	SNORA70	42.86	snoRNA
ENSG00000239129	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	17	snoU13	40.38	snoRNA
ENSG00000238797	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	46	misc_RNA
ENSG00000252016	Small nucleolar RNA ACA64 [Source:RFAM;Acc:RF01225]	X	ACA64	49.61	snoRNA
ENSG00000207403	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	39.22	misc_RNA
ENSG00000252443	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	16	SNORA62	44.17	snoRNA
ENSG00000222305	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	36.43	misc_RNA
ENSG00000274051	TUC338 [Source:RFAM;Acc:RF02271]	17	uc_338	60.22	misc_RNA
ENSG00000276532	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	54.46	misc_RNA
ENSG00000251844	Small nucleolar RNA Me28S-Am2634 [Source:RFAM;Acc:RF00537]	12	snoMe28S-Am2634	29.35	snoRNA
ENSG00000206704	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	45.54	misc_RNA
ENSG00000275975	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	Metazoa_SRP	51.49	misc_RNA
ENSG00000251796	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	Y	SNORA70	45.65	snoRNA
ENSG00000251967	Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]	3	SNORD77	35.8	snoRNA
ENSG00000202388	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	41.82	misc_RNA
ENSG00000255851	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	55.02	misc_RNA
ENSG00000277217	TUC338 [Source:RFAM;Acc:RF02271]	12	uc_338	44.22	misc_RNA
ENSG00000207084	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	3	SNORA72	37.88	snoRNA
ENSG00000274206	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	55.87	misc_RNA
ENSG00000201860	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	40.78	misc_RNA
ENSG00000276019	Highly up-regulated in liver cancer conserved region [Source:RFAM;Acc:RF02101]	6	HULC	32.5	misc_RNA
ENSG00000199787	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	16	SNORA42	54.81	snoRNA
ENSG00000201465	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	7	SNORA51	48.48	snoRNA
ENSG00000267828	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000201984	Y RNA [Source:RFAM;Acc:RF00019]	21	Y_RNA	43.14	misc_RNA
ENSG00000278794	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	53.93	misc_RNA
ENSG00000273499	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	12	SNORA40	35.94	snoRNA
ENSG00000252427	Small nucleolar RNA SNORD67 [Source:RFAM;Acc:RF00573]	11	SNORD67	45.37	snoRNA
ENSG00000207092	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	40.2	misc_RNA
ENSG00000277918	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	53.66	snRNA
ENSG00000202268	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	3	U3	44.34	snoRNA
ENSG00000199677	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	42.16	misc_RNA
ENSG00000271858	cytochrome b561 family member D2 [Source:EntrezGene;Acc:11068]	3	CYB561D2	61.17	antisense
ENSG00000206622	small nucleolar RNA, H/ACA box 69 [Source:HGNC Symbol;Acc:HGNC:10226]	X	SNORA69	36.36	snoRNA
ENSG00000200855	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	44.12	misc_RNA
